title,steamAppID,releaseDate,normalPrice,metacriticScore,steamRatingText,steamRatingPercent,developers,publishers
Battlefield V,1238810,2018-11-20,49.99,81,Mostly Positive,70,DICE,Electronic Arts
Star Wars Battlefront II,6060,2017-11-17,39.99,65,Very Positive,87,DICE,Electronic Arts
Battlefield 3,1238820,2011-10-25,39.99,89,Mixed,67,DICE,Electronic Arts
Battlefield Hardline,1238880,2015-03-17,39.99,71,Mixed,68,DICE,Electronic Arts
Iron Harvest,826630,2020-09-01,29.99,75,Mostly Positive,74,KING Art,Prime Matter
Torchlight III,1030210,2020-10-13,39.99,65,Mixed,47,Echtra Inc.,Gearbox Publishing
Star Wars Squadrons,1222730,2020-10-01,39.99,79,Mixed,69,MOTIVE,Electronic Arts
Hardspace: Shipbreaker,1161580,2022-05-24,34.99,82,Very Positive,89,Blackbird Interactive,Focus Entertainment
The Waylanders,957710,2022-02-02,34.99,51,Mixed,48,GATO STUDIO,GATO STUDIO
Othercide,798490,2020-07-27,29.99,78,Very Positive,83,Lightbulb Crew,Focus Entertainment
Detroit: Become Human,1222140,2019-12-12,39.99,80,Very Positive,94,Quantic Dream,Quantic Dream
Titanfall 2,1237970,2016-10-28,29.99,86,Overwhelmingly Positive,95,Respawn Entertainment,Electronic Arts
A Way Out,1222700,2018-03-23,29.99,78,Very Positive,85,Hazelight,Electronic Arts
Need for Speed Payback,1262580,2017-11-10,29.99,62,Very Positive,86,Ghost Games,Electronic Arts
Port Royale 4,1024650,2020-09-25,39.99,68,Mixed,57,Gaming Minds,Kalypso Media
FAIRY TAIL,1233260,2020-07-15,59.99,66,Mostly Positive,73,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Hellpoint,628670,2020-07-30,34.99,64,Mostly Positive,77,Cradle Games,tinyBuild
Hunting Simulator 2,1135910,2020-07-16,39.99,63,Mixed,67,Neopica,Nacon
Yakuza: Like a Dragon,1235140,2020-11-10,59.99,83,Overwhelmingly Positive,95,Ryu Ga Gotoku Studio,SEGA
The Medium,1293160,2021-01-28,49.99,75,Very Positive,88,Bloober Team,NA PUBLISHING INC.
Spacebase Startopia,840390,2021-03-26,39.99,69,Mixed,57,Realmforge Studios,Kalypso Media
Grounded,962130,2022-09-27,39.99,83,Very Positive,89,Obsidian Entertainment,Xbox Game Studios
Project CARS 3,958400,2020-08-28,59.99,68,Mixed,53,Slightly Mad Studios,BANDAI NAMCO Entertainment
Samurai Jack: Battle Through Time,1150590,2020-08-21,39.99,76,Very Positive,85,Soleil Ltd.,Adult Swim Games
Ancestors: The Humankind Odyssey,536270,2019-08-27,39.99,64,Very Positive,80,Panache Digital Games,Private Division
Observer: System Redux,1386900,2020-11-10,29.99,83,Very Positive,86,Bloober Team,Bloober Team SA
RIDE 4,1259980,2020-10-08,39.99,76,Very Positive,82,Milestone S.r.l.,Milestone S.r.l.
WRC 8 FIA World Rally Championship,1004750,2019-09-05,29.99,77,Mostly Positive,75,KT Racing,Nacon
Kingdoms of Amalur: Re-Reckoning,1041720,2020-09-08,39.99,70,Mostly Positive,76,KAIKO,THQ Nordic
The Jackbox Party Pack 7,1211630,2020-10-15,29.99,76,Overwhelmingly Positive,97,"Jackbox Games, Inc.","Jackbox Games, Inc."
Tamarin,1064840,2020-09-10,29.99,35,Mixed,64,Chameleon Games,Chameleon Games
Ghostrunner,1139900,2020-10-27,29.99,81,Very Positive,92,One More Level,505 Games
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,970830,2020-09-17,34.99,72,Very Positive,88,Artefacts Studio,E-Home Entertainment
Empire of Sin,604540,2020-12-01,39.99,63,Mixed,48,Romero Games,Paradox Interactive
BALAN WONDERWORLD,1341050,2021-03-26,39.99,38,Mixed,62,Square Enix,Square Enix
Rebel Galaxy Outlaw,910830,2019-08-13,29.99,77,Mixed,65,Double Damage Games,Double Damage Games
Tennis World Tour 2,1223910,2020-09-24,39.99,60,Mixed,47,Big Ant Studios,Nacon
NieR Replicant ver.1.22474487139...,1113560,2021-04-23,59.99,80,Very Positive,88,Square Enix,Square Enix
OUTRIDERS,680420,2021-04-01,39.99,73,Mixed,65,People Can Fly,Square Enix
Need for Speed Hot Pursuit Remastered,1328660,2020-11-06,29.99,74,Very Positive,81,Stellar Entertainment Limited,Electronic Arts
Baldur's Gate 3,1086940,2023-08-03,59.99,96,Overwhelmingly Positive,96,Larian Studios,Larian Studios
ROBOTICS;NOTES ELITE,1111380,2020-10-13,34.99,82,Very Positive,92,MAGES. Inc.,"Spike Chunsoft Co., Ltd."
Onee Chanbara ORIGIN,1232460,2020-10-14,59.99,62,Mostly Positive,74,Tamsoft,D3PUBLISHER
Partisans 1941,1227530,2020-10-14,29.99,74,Very Positive,83,Alter Games,Daedalic Entertainment
Aquanox Deep Descent,254370,2020-10-16,29.99,65,Mixed,49,Digital Arrow,THQ Nordic
Solasta: Crown of the Magister,1096530,2021-05-27,29.99,77,Very Positive,88,Tactical Adventures,Tactical Adventures
HUMANKIND,1124300,2021-08-17,49.99,77,Mixed,66,AMPLITUDE Studios,SEGA
Surviving the Aftermath,684450,2021-11-16,29.99,67,Mostly Positive,73,Iceflake Studios,Paradox Interactive
The Outer Worlds,578650,2019-10-25,29.99,82,Very Positive,84,Obsidian Entertainment,Private Division
Pumpkin Jack,1186640,2020-10-23,29.99,71,Very Positive,93,Nicolas Meyssonnier,Beep Japan
Pacer,389670,2017-05-31,39.99,70,Mostly Positive,72,R8 Games Ltd,R8 Games Ltd
Teardown,1167630,2022-04-21,29.99,80,Overwhelmingly Positive,96,Tuxedo Labs,Saber Interactive
Devil May Cry 5,601150,2019-03-07,29.99,89,Overwhelmingly Positive,96,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Sakuna: Of Rice and Ruin,1356670,2020-11-10,29.99,82,Very Positive,93,Edelweiss,"Marvelous USA, Inc."
Nioh 2 - The Complete Edition,1325200,2021-02-05,49.99,86,Very Positive,88,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
DEATHLOOP,1252330,2021-09-14,59.99,87,Mostly Positive,77,Arkane Studios,Bethesda Softworks
Shenmue III,878670,2019-11-19,29.99,69,Mostly Positive,78,YS Net,Prime Matter
Chronos Before the Ashes,967390,2020-12-01,29.99,67,Mixed,64,Gunfire Games,THQ Nordic
Atelier Ryza 2: Lost Legends and the Secret Fairy,1257290,2021-01-26,59.99,84,Very Positive,90,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Shadow Empire,1154840,2020-12-03,39.99,78,Very Positive,85,VR Designs,Slitherine Ltd.
Little Nightmares II,860510,2021-02-11,29.99,83,Very Positive,94,Tarsier Studios,BANDAI NAMCO Entertainment
Medal of Honor: Above and Beyond,1402320,2020-12-10,39.99,66,Mixed,64,Respawn Entertainment,Electronic Arts
Persona 5 Strikers,1382330,2021-02-23,59.99,76,Very Positive,91,ATLUS,SEGA
Back 4 Blood,924970,2021-10-12,59.99,77,Mixed,66,Turtle Rock Studios,Warner Bros. Games
Monster Energy Supercross - The Official Videogame 4,1304340,2021-03-11,29.99,69,Mixed,68,Milestone S.r.l.,Milestone S.r.l.
EVERSPACE 2,1128920,2023-04-06,49.99,81,Very Positive,88,ROCKFISH Games,ROCKFISH Games
Resident Evil Village,1196590,2021-05-07,39.99,83,Overwhelmingly Positive,95,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Serious Sam 3: BFE,41070,2011-11-22,29.99,72,Very Positive,88,Croteam,Devolver Digital
Journey To The Savage Planet,973810,2020-01-28,29.99,76,Very Positive,88,Typhoon,505 Games
Mass Effect Legendary Edition,1328670,2021-05-14,59.99,86,Very Positive,91,BioWare,Electronic Arts
Endless Legend,289130,2014-09-18,29.99,82,Very Positive,84,AMPLITUDE Studios,SEGA
Endless Space 2,392110,2017-05-18,39.99,80,Very Positive,84,AMPLITUDE Studios,SEGA
Total War: WARHAMMER III,1142710,2022-02-17,59.99,85,Mixed,59,CREATIVE ASSEMBLY,Feral Interactive
Field of Glory II: Medieval,1368870,2021-02-04,29.99,75,Very Positive,87,Byzantine Games,Slitherine Ltd.
Overload,448850,2018-05-31,29.99,74,Very Positive,94,"Revival Productions, LLC","Revival Productions, LLC"
Evil Genius 2: World Domination,700600,2021-03-30,39.99,75,Mixed,67,Rebellion,Rebellion
System Shock,482400,2023-05-30,39.99,78,Very Positive,92,Nightdive Studios,Prime Matter
RetroMania Wrestling,1252300,2021-02-25,29.99,66,Very Positive,84,Retrosoft Studios,Retrosoft Studios
Monster Jam Steel Titans 2,1205480,2021-03-02,29.99,56,Mostly Positive,78,Rainbow Studios,THQ Nordic
Forza Horizon 4,1293830,2018-09-28,59.99,88,Very Positive,89,Playground Games,Xbox Game Studios
Dungeons and Dragons: Dark Alliance,623280,2021-06-22,29.99,53,Mixed,50,Tuque Games,Wizards of the Coast
Shin Megami Tensei III Nocturne HD Remaster,1413480,2021-05-25,49.99,79,Very Positive,88,ATLUS,SEGA
MotoGP21,1447000,2021-04-22,29.99,68,Very Positive,82,Milestone S.r.l.,Milestone S.r.l.
Biomutant,597820,2021-05-25,39.99,66,Mixed,67,Experiment 101,THQ Nordic
Total War: ROME REMASTERED,885970,2021-04-29,29.99,75,Mostly Positive,75,Creative Assembly,SEGA
Disco Elysium - The Final Cut,632470,2021-03-30,39.99,97,Very Positive,93,ZA/UM,ZA/UM
Dread Hunger,1418630,2022-01-26,29.99,73,Mixed,60,CREATIVE ASSEMBLY,Feral Interactive
Monster Hunter Stories 2: Wings of Ruin,1277400,2021-07-09,39.99,82,Very Positive,81,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Ghosts n Goblins Resurrection,1375400,2021-06-01,29.99,69,Very Positive,81,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Predator: Hunting Grounds,1556200,2020-04-24,29.99,62,Mostly Positive,78,IllFonic,PlayStation PC LLC
The Ascent,979690,2021-07-29,29.99,74,Mostly Positive,75,Neon Giant,Curve Games
Saints Row The Third Remastered,978300,2020-05-22,29.99,70,Mixed,66,Deep Silver Volition,Deep Silver
Maneater,629820,2020-05-22,39.99,70,Very Positive,89,Tripwire Interactive,Tripwire Interactive
MechWarrior 5: Mercenaries,784080,2019-12-10,29.99,73,Very Positive,84,Piranha Games Inc.,Fireshine Games
EARTH DEFENSE FORCE: WORLD BROTHERS,1497950,2021-05-27,39.99,78,Very Positive,82,YUKE'S,D3PUBLISHER
Aragami 2,1158370,2021-09-17,34.99,65,Mostly Positive,75,Lince Works,Lince Works
Dying Light 2 Stay Human,534380,2022-02-04,59.99,77,Mostly Positive,78,Techland,Techland
Kings Bounty II,1135300,2021-08-24,39.99,63,Mixed,62,Fulqrum Games,方块游戏 (China)
Pro Cycling Manager 2021,1453850,2021-06-03,39.99,69,Mostly Positive,77,Cyanide Studio,Nacon
Battlefield 2042,1517290,2021-11-19,59.99,68,Mixed,44,DICE,Electronic Arts
NINJA GAIDEN: Master Collection,575623,2021-06-09,39.99,71,Mostly Positive,76,BROKEN_ERROR,BROKEN_ERROR
Disciples: Liberation,1287840,2021-10-21,39.99,73,Mostly Positive,75,Frima Studio,Kalypso Media
ICARUS,1149460,2021-12-03,34.99,67,Mixed,69,RocketWerkz,RocketWerkz
Marvels Guardians of the Galaxy,1088850,2021-10-26,59.99,78,Very Positive,94,Eidos-Montréal,Eidos Interactive Corp.
Psychonauts 2,607080,2021-08-25,59.99,89,Overwhelmingly Positive,96,Double Fine Productions,Xbox Game Studios
Orcs Must Die! 3,1522820,2021-07-23,29.99,77,Very Positive,84,Robot Entertainment,Robot Entertainment
City of Gangsters,1386780,2021-08-09,29.99,67,Mostly Positive,74,SomaSim,Kasedo Games
Red Solstice 2: Survivors,768520,2021-06-17,29.99,65,Mostly Positive,71,Ironward,505 Games
A Total War Saga: Thrones of Britannia,712100,2018-05-02,39.99,75,Mixed,69,CREATIVE ASSEMBLY,Feral Interactive (Linux)
Olympic Games Tokyo 2020  The Official Video Game,981890,2021-06-22,39.99,56,Mixed,67,SEGA,SEGA
SAMURAI WARRIORS 5,1591530,2021-07-27,59.99,74,Very Positive,83,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Farming Simulator 22,1248130,2021-11-22,29.99,78,Very Positive,91,Giants Software,Giants Software
The Sinking City,750130,2019-06-27,39.99,71,Mostly Positive,73,Frogwares,Nacon
Claire de Lune,717110,2021-07-12,39.99,63,Mixed,54,Tactic Studios Inc.,Tactic Studios Inc.
Super Robot Wars 30,898750,2021-10-27,59.99,79,Very Positive,88,"B.B.STUDIO CO.,LTD.",Bandai Namco Entertainment
Lost in Random,1462570,2021-09-10,29.99,78,Very Positive,90,Zoink,Electronic Arts
The Great Ace Attorney Chronicles,1158850,2021-07-27,39.99,83,Very Positive,94,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
HighFleet,1434950,2021-07-27,29.99,74,Very Positive,88,Konstantin Koshutin,MicroProse Software
Fuga: Melodies of Steel,1357860,2021-07-29,39.99,84,Very Positive,92,CyberConnect2,CyberConnect2
HOT WHEELS UNLEASHED,1271700,2021-09-30,39.99,78,Very Positive,81,Milestone S.r.l.,Milestone S.r.l.
Mortal Shell,1110910,2020-08-18,29.99,76,Mostly Positive,71,Cold Symmetry,Playstack
RiMS Racing,1346010,2021-08-19,49.99,69,Mostly Positive,70,Raceward Studio,Nacon
Forza Horizon 5,1551360,2021-11-09,59.99,91,Very Positive,88,Playground Games,Xbox Game Studios
The Dark Pictures Anthology: House of Ashes,1281590,2021-10-22,29.99,73,Very Positive,88,Supermassive Games,BANDAI NAMCO Entertainment Europe
BRAVELY DEFAULT II,1446650,2021-09-02,59.99,83,Very Positive,83,Square Enix,Square Enix
STORY OF SEASONS: Pioneers of Olive Town,1392960,2021-09-15,39.99,76,Very Positive,85,Marvelous Inc.,Marvelous
WRC 10 FIA World Rally Championship,1462810,2021-09-02,49.99,74,Mostly Positive,72,KT Racing,Nacon
A Total War Saga: TROY,1099410,2020-08-13,49.99,75,Mostly Positive,71,CREATIVE ASSEMBLY,Feral Interactive (Mac)
RICO: London,1265720,2021-09-09,34.99,41,Mixed,42,Ground Shatter,Numskull Games
Life is Strange: True Colors,936790,2021-09-10,59.99,81,Very Positive,89,Deck Nine,Square Enix
WRC 9 FIA World Rally Championship,1267540,2020-09-03,29.99,80,Mostly Positive,76,KT Racing,Nacon
Sherlock Holmes: Chapter One,1137300,2021-11-16,44.99,77,Mostly Positive,79,Frogwares,Frogwares
Crysis Remastered,1715130,2020-09-18,29.99,69,Mostly Positive,73,Crytek,Crytek
The Jackbox Party Pack 8,1552350,2021-10-14,29.99,75,Very Positive,90,"Jackbox Games, Inc.","Jackbox Games, Inc."
Actraiser Renaissance,1393370,2021-09-23,29.99,77,Mostly Positive,76,Square Enix,Square Enix
Voice of Cards: The Isle Dragon Roars,1113570,2021-10-28,29.99,68,Very Positive,81,Square Enix,Square Enix
MONSTER HUNTER RISE,1446780,2022-01-12,39.99,86,Very Positive,86,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Astria Ascending,1121780,2021-09-30,34.99,68,Mixed,53,Artisan Studios,Maple Whispering Limited
BLUE REFLECTION: Second Light,1423600,2021-11-08,59.99,78,Very Positive,81,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Starship Troopers - Terran Command,1202130,2022-06-16,29.99,70,Very Positive,88,The Artistocrats,Slitherine Ltd.
DUNGEON ENCOUNTERS,1451080,2021-10-14,29.99,60,Mixed,68,Square Enix,Square Enix
F.I.S.T.: Forged In Shadow Torch,1330470,2021-10-03,29.99,81,Very Positive,89,TiGames,bilibili
Nickelodeon All-Star Brawl,1414850,2021-10-05,49.99,63,Mostly Positive,76,Fair Play Labs,GameMill Entertainment
The Riftbreaker,780310,2021-10-14,29.99,83,Very Positive,91,EXOR Studios,Surefire.Games
God of War,1593500,2022-01-14,49.99,93,Overwhelmingly Positive,96,Santa Monica Studio,PlayStation PC LLC
Might and Magic X - Legacy,238750,2014-01-23,29.99,71,Mixed,65,Ubisoft,Ubisoft
Conway: Disappearance at Dahlia View,1548750,2021-11-02,29.99,71,Very Positive,86,White Paper Games,White Paper Games
ELDEN RING,1245620,2022-02-25,59.99,94,Very Positive,92,FromSoftware Inc.,Bandai Namco Entertainment
The Elder Scrolls V: Skyrim Anniversary Edition,626153,2021-11-11,49.99,76,Very Positive,93,BROKEN_ERROR,BROKEN_ERROR
Ruined King: A League of Legends Story,1276790,2021-11-16,29.99,80,Very Positive,89,Airship Syndicate,Riot Forge
The Pathless,1492680,2020-11-12,39.99,81,Very Positive,90,Giant Squid,Annapurna Interactive
Monster Rancher 1 and 2 DX,1716120,2021-12-08,29.99,61,Very Positive,89,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
DYNASTY WARRIORS 9 Empires,1341200,2021-12-22,59.99,50,Mixed,50,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Wartales,1527950,2023-04-12,34.99,80,Very Positive,91,Shiro Games,Shiro Unlimited
Twin Mirror,1552810,2020-12-01,29.99,65,Mostly Positive,75,DON'T NOD,DON'T NOD
GRID Legends,1307710,2022-02-25,59.99,75,Mostly Positive,74,Codemasters,Electronic Arts
Rune Factory 4 Special,1580240,2021-12-06,29.99,81,Very Positive,88,Marvelous Inc.,Marvelous
Expeditions: Rome,987840,2022-01-20,44.99,80,Very Positive,88,Logic Artists,THQ Nordic
Persona 4 Arena Ultimax,1602010,2022-03-17,29.99,77,Very Positive,84,Arc System Works,SEGA
THE KING OF FIGHTERS XV,1498570,2022-02-17,59.99,85,Very Positive,82,SNK CORPORATION,SNK CORPORATION
Forspoken,1680880,2023-01-24,69.99,63,Mixed,62,Square Enix,Square Enix
Aeterna Noctis,1517970,2021-12-15,29.99,72,Very Positive,80,Aeternum Game Studios S.L,Aeternum Game Studios S.L
OlliOlli World,1190170,2022-02-08,29.99,87,Very Positive,94,Roll7,Private Division
Song in the Smoke,1787810,2021-10-07,29.99,78,Positive,80,17-BIT,17-BIT
Five Nights at Freddys: Security Breach,747660,2021-12-16,39.99,64,Very Positive,86,Steel Wool Studios,ScottGames
ELEX II,900040,2022-03-01,49.99,64,Mostly Positive,75,Piranha Bytes,THQ Nordic
LEGO Star Wars: The Skywalker Saga,920210,2022-04-05,49.99,78,Very Positive,91,TT Games,Warner Bros. Interactive Entertainment
WWE 2K22,1255630,2022-03-11,59.99,72,Mostly Positive,74,Visual Concepts,2K
Atelier Sophie 2: The Alchemist of the Mysterious Dream,1621310,2022-02-25,59.99,83,Very Positive,94,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Two Point Campus,1649080,2022-08-09,29.99,83,Very Positive,88,Two Point Studios,SEGA
Ghostwire Tokyo,1475810,2022-03-25,59.99,78,Very Positive,82,Tango Gameworks,Bethesda Softworks
Werewolf: The Apocalypse  Earthblood,679110,2021-02-04,29.99,56,Mostly Positive,72,Cyanide Studio,Nacon
"Warhammer 40,000: Chaos Gate - Daemonhunters",1611910,2022-05-05,44.99,81,Mostly Positive,78,Complex Games,Frontier Foundry
The Centennial Case : A Shijima Story,1612780,2022-05-12,49.99,69,Mostly Positive,79,Square Enix,Square Enix
Distant Worlds 2,1531540,2022-03-10,49.99,77,Mostly Positive,70,CodeForce,Slitherine Ltd.
Session : Skate Sim,861650,2022-09-22,39.99,73,Very Positive,85,crea-ture Studios Inc.,Nacon
Dolmen,831050,2022-05-20,39.99,54,Mixed,49,Massive Work Studio,Prime Matter
Martha is Dead,515960,2022-02-24,29.99,73,Mostly Positive,79,LKA,Wired Productions
MONARK,1539620,2022-02-22,59.99,73,Mostly Positive,79,FURYU Corporation,"NIS America, Inc."
Submerged: Hidden Depths,1614270,2022-03-10,29.99,66,Very Positive,90,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd
Aztech Forgotten Gods,1592320,2022-03-10,29.99,58,Positive,80,Lienzo,Lienzo
TUNIC,553420,2022-03-16,29.99,85,Very Positive,92,TUNIC Team,Finji
Sniper Elite 5,1029690,2022-05-26,49.99,79,Very Positive,80,Rebellion,Rebellion
Shredders,1874170,2022-03-17,29.99,72,Overwhelmingly Positive,96,FoamPunch,FoamPunch
Monster Energy Supercross - The Official Videogame 5,1610460,2022-03-17,39.99,65,Mixed,67,Milestone S.r.l.,Milestone S.r.l.
The Quarry,1577120,2022-06-10,59.99,79,Very Positive,80,Supermassive Games,2K Games
Ed-0: Zombie Uprising,1717020,2023-07-13,29.99,70,Mostly Positive,73,LANCARSE,D3PUBLISHER
Hello Neighbor 2,1321680,2022-12-06,39.99,59,Mostly Positive,77,Eerie Guest,tinyBuild
Capcom Fighting Collection,1685750,2022-06-24,39.99,79,Very Positive,92,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
Winter Ember,1417880,2022-04-19,29.99,60,Mixed,58,Sky Machine Studios,Gamera Games
Sonic Origins,1794960,2022-06-23,29.99,72,Mixed,66,Sonic Team,SEGA
MotoGP22,1710580,2022-04-21,39.99,76,Very Positive,80,Milestone S.r.l.,Milestone S.r.l.
Nioh: Complete Edition,485510,2017-11-07,49.99,84,Mostly Positive,79,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
F1 22,1692250,2022-07-01,59.99,81,Mixed,68,Codemasters,Electronic Arts
WARRIORS OROCHI 4,831560,2018-10-15,59.99,77,Very Positive,85,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Blue Reflection,658260,2017-09-26,59.99,61,Mostly Positive,79,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
Dune: Spice Wars,1605220,2023-09-14,34.99,74,Very Positive,80,Shiro Games,Shiro Games
Gotham Knights,1496790,2022-10-21,59.99,66,Mixed,69,Warner Bros. Games Montréal,Warner Bros. Games
Touken Ranbu Warriors,1191260,2022-05-24,59.99,56,Very Positive,88,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
DNF Duel,1216060,2022-06-28,49.99,79,Mixed,62,NEOPLE Inc.,NEXON Korea Corp.
My Time at Sandrock,1084600,2023-11-02,39.99,82,Very Positive,88,Pathea Games,DMM Games
Hatsune Miku: Project DIVA Mega Mix,1761390,2022-05-26,39.39,82,Very Positive,93,SEGA,SEGA
JoJos Bizarre Adventure: All-Star Battle R,1372110,2022-09-02,49.99,70,Very Positive,87,CyberConnect2 Co. Ltd.,Bandai Namco Entertainment
SD Gundam Battle Alliance,824550,2022-08-25,59.99,71,Mixed,62,ARTDINK,Bandai Namco Entertainment
Kao the Kangaroo,1370140,2022-05-27,29.99,69,Mostly Positive,79,Tate Multimedia,Tate Multimedia
Destroy All Humans! 2 - Reprobed,1266700,2022-08-30,39.99,72,Mostly Positive,78,Black Forest Games,THQ Nordic
Madden NFL 23,1760250,2022-08-19,59.99,68,Mixed,53,Tiburon,Electronic Arts
Endling - Extinction is Forever,898890,2022-07-19,29.99,75,Overwhelmingly Positive,95,Herobeat Studios,HandyGames
F1 Manager 2022,1708520,2022-08-25,54.99,79,Mostly Positive,73,Frontier Developments,Frontier Developments
The Callisto Protocol,1544020,2022-12-02,59.99,68,Mixed,63,Striking Distance Studios," KRAFTON, Inc."
Deliver Us Mars,1345890,2023-02-02,29.99,69,Mostly Positive,74,KeokeN Interactive,Frontier Foundry
Soul Hackers 2,1777620,2022-08-26,59.99,70,Mixed,66,ATLUS,SEGA
Deadly Premonition 2: A Blessing in Disguise,1271100,2022-06-11,39.99,54,Mostly Positive,77,Toy Box Inc.,Rising Star Games
Chivalry 2,1824220,2021-06-08,39.99,82,Very Positive,82,Torn Banner Studios,Tripwire Presents
Scorn,698670,2022-10-14,39.99,70,Mostly Positive,76,Ebb Software,Kepler Interactive
Steelrising,1283400,2022-09-08,49.99,68,Mostly Positive,74,Spiders,Nacon
RedOut 2,1799930,2022-06-16,29.99,78,Mostly Positive,79,34BigThings srl,Saber Interactive
AI: THE SOMNIUM FILES - nirvanA Initiative,1449200,2022-06-24,59.99,88,Very Positive,88,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd."
FINAL FANTASY VII REMAKE INTERGRADE,1462040,2021-12-16,69.99,86,Very Positive,89,Square Enix,Square Enix
Way of the Hunter,1288320,2022-08-16,39.99,65,Mostly Positive,78,Nine Rocks Games,THQ Nordic
Rune Factory 5,1702330,2022-07-13,39.99,74,Mostly Positive,78,Marvelous Inc.,Marvelous
Tiny Tinas Wonderlands,1286680,2022-03-25,59.99,78,Mostly Positive,75,Gearbox Software,2K
Harvestella,1816300,2022-11-04,59.99,74,Mostly Positive,78,Square Enix,Square Enix
Disgaea 6 Complete,1749750,2022-06-28,59.99,71,Mixed,63,"Nippon Ichi Software, Inc.","NIS America, Inc."
MX vs ATV Legends,1205970,2022-06-28,39.99,50,Mixed,68,Rainbow Studios,THQ Nordic
STAR OCEAN THE DIVINE FORCE,1776380,2022-10-27,59.99,68,Mixed,69,Square Enix,Square Enix
The DioField Chronicle,1399080,2022-09-22,59.99,66,Mixed,47,Square Enix,Square Enix
Klonoa Phantasy Reverie Series,1730680,2022-07-08,39.99,76,Overwhelmingly Positive,96,MONKEYCRAFT Co. Ltd.,Bandai Namco Entertainment
Matchpoint - Tennis Championships,1345760,2022-07-07,39.99,58,Mostly Positive,70,Torus Games,Kalypso Media
MADiSON,1670870,2022-07-08,34.99,75,Very Positive,87,BLOODIOUS GAMES,BLOODIOUS GAMES
Marvels Spider-Man Remastered,1817070,2022-08-12,59.99,87,Overwhelmingly Positive,96,Insomniac Games,PlayStation PC LLC
Baldurs Gate Dark Alliance II,1889930,2022-07-20,29.99,61,Very Positive,81,Square One Games Inc.,Interplay Entertainment Corp.
River City Saga: Three Kingdoms,1013220,2022-07-21,29.99,70,Mostly Positive,75,Arc System Works,Arc System Works
Hard West 2,1282410,2022-08-04,29.99,76,Mostly Positive,79,Ice Code Games,Good Shepherd Entertainment
Tactics Ogre: Reborn,1451090,2022-11-11,49.99,84,Mostly Positive,74,Square Enix,Square Enix
Regiments,1109680,2022-08-16,29.99,76,Very Positive,87,Bird's Eye Games,MicroProse Software
Rollerdrome,1294420,2022-08-16,29.99,81,Very Positive,93,Roll7,Private Division
The Jackbox Party Pack 9,1850960,2022-10-20,29.99,81,Very Positive,84,"Jackbox Games, Inc.","Jackbox Games, Inc."
PGA Tour 2K23,1588010,2022-10-14,59.99,78,Mostly Positive,71,HB Studios,2K
Sonic Frontiers,1237320,2022-11-08,59.99,75,Very Positive,92,Sonic Team,SEGA
New Tales from the Borderlands,1454970,2022-10-21,39.99,69,Mixed,40,Gearbox Software,2K
BLACKTAIL,1532690,2022-12-15,29.99,80,Very Positive,84,THE PARASIGHT,Focus Entertainment
The Dark Pictures Anthology: The Devil in Me,1567020,2022-11-18,39.99,69,Mixed,56,Supermassive Games,Bandai Namco Entertainment Europe
Teenage Mutant Ninja Turtles: The Cowabunga Collection,1659600,2022-08-30,39.99,78,Very Positive,87,Digital Eclipse,KONAMI
Victoria 3,529340,2022-10-25,49.99,83,Mixed,66,Paradox Development Studio,Paradox Interactive
Call of the Wild: The Angler,1408610,2022-08-31,29.99,63,Mixed,59,Expansive Worlds,Expansive Worlds
Made in Abyss: Binary Star Falling into Darkness,1324340,2022-09-02,59.99,63,Mostly Positive,78,Chime Corporation,"Spike Chunsoft Co., Ltd. "
Asterigos: Curse of the Stars,1731070,2022-10-11,34.99,73,Very Positive,82,Acme Gamestudio,tinyBuild
Isonzo,1556790,2022-09-13,29.99,73,Very Positive,85,BlackMill Games,BlackMill Games
